לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7100,Pratt & Whitney Aircraft Group,PMC 4086,PMC 4086  TOOL AND SUPPLY SPECIFICATION,,,,D,20/04/1978,02/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4087,PMC 4087    TOOL AND SUPPLY SPECIFICATION,,,,C,09/05/1978,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4088,PMC 4088    TOOL AND SUPPLY SPECIFICATION,,,,C,09/05/1978,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4089,PMC 4089   TOOL AND SUPPLY SPECIFICATION,,,,D,27/09/1979,30/03/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4090,"PMC 4090   MASKING TAPE, CREPE - PAPER",,,,H,15/11/1979,09/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4091,PMC 4091    TOOL AND SUPPLY SPECIFICATION,,,,D,28/01/1982,02/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4092,PMC 4092   TOOL AND SUPPLY SPECIFICATION,,,,F,27/06/1980,20/05/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4094,PMC 4094     MARKING PENCIL [HARD],,,,G,27/06/1980,17/09/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4095,PMC 4095   ABRASIVE - IMPREGNATED NYLON PADS AND ROLLS,,,,H,24/03/1981,20/12/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4096,PMC 4096   PRESSURE SENSITIVE POLYESTER TAPE,,,,H,19/03/1982,21/07/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4097,PMC 4097    TOOL AND SUPPLY SPECIFICATION,,,,C,28/01/1982,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4098,PMC 4098   SCOTCHWELD BRAND STRUCTURAL ADHESIVE,,,,F,22/12/1982,30/08/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4099,PMC 4099   TOOL AND SUPPLY SPECIFICATION,,,,C,03/05/1983,02/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4101,"PMC 4101   BARRIER MATERIAL, GREASEPROOFED",,,,N,21/09/1948,11/02/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4104,PMC 4104   PLASMA SPRAY MASKANT,,,,,26/09/1996,26/09/1996,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4105,PMC 4105        TOOL AND SUPPLY SPECIFICATIONI,,,,G,18/11/1948,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4107,PMC 4107   PTFE COATED FIBERGLASS TAPE,,,,,01/04/1998,01/04/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4111,PMC 4111   BARRIER MATERIAL. WATER/VAPORPROOF,,,,L,18/11/1948,17/10/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4116,PMC 4116    TOOL AND SUPPLY SPECIFICATION,,,,C,02/06/1977,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4122,"PMC 4122  PAPER, WRAPPING, WATERPROOFED KRAFT",,,,H,03/02/1950,12/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4124,PMC 4124   TOOL AND SUPPLY SPECIFICATION,,,,G,22/04/1949,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4125,"PMC 4125  CUSHIONING MATERIAL, CELLULOSIC,A-A-1898, GRADE LL",,,,T,24/10/1952,01/07/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4126,PMC 4126    AMBER WAX PAPER,,,,F,25/08/1987,20/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4127,PMC 4127  KRAFT WRAPPING PAPER  [LIGHT DUTY],,,,H,21/12/1949,05/04/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4128,PMC 4128   KRAFT WRAPPING PAPER [MEDIUM DUTY],,,,H,21/12/1949,12/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4129,PMC 4129   TOOL AND SUPPLY SPECIFICATION,,,,J,21/12/1949,02/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4132,PMC 4132    ALL HOLDERS OF PMC MANUALS,,,,J,27/07/1983,27/07/1983,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4133,PMC 4133  HOLDING TAPE [HEAVY DUTY],,,,J,21/12/1949,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4134,PMC 4134   PLASTIC MASKING TAPE,111534,רוזנשטיין צ'רלס,,AR,21/12/1949,14/02/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4135,PMC 4135    MASKING TAPE [HEAVY DUTY],,,,M,21/12/1949,20/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4136,PMC 4136   TOOL AND SUPPLY SPECIFICATION,,,,G,21/12/1949,12/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4137,PMC 4137   TOOL AND SUPPLY SPECIFICATION,,,,E,03/04/1953,03/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4138,PMC 4138   TOOL AND SUPPLY SPECIFICATION,,,,S,21/12/1949,15/03/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4139,PMC 4139   PLASTIC MASKING TAPE [TAPERED],,,,E,01/03/1950,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4141,"PMC 4141   TAPE, ADHESIVE, MOISTURE RESISTANT",,,,A,21/12/1949,01/07/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4142,PMC 4142  PLASTIC MASKING TAPE [FLAT],,,,M,01/03/1950,03/09/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4143,PMC 4143   DOUBLE COATED TISSUE TAPE,,,,X,12/05/1950,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4146,PMC 4146   TOOL AND SUPPLY SPECIFICATION,,,,E,10/11/1950,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4148,PMC 4148   NON-WICKING CORD,,,,F,12/01/1951,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4149,PMC 4149   ELECTRICAL INSULATION TAPE [BLACK PLASTIC],,,,K,31/01/1951,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4150,PMC 4150     TOOL AND SUPPLY SPECIFICATION,,,,K,03/03/1951,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4152,PMC 4152    ALL HOLDERS OF PMC MANUAL,,,,J,27/07/1983,27/07/1983,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4153,"PMC 4153    COMPOUND, PROTECTIVE,",,,,N,23/06/1951,04/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4154,PMC 4154   ELECTRICAL INSULATION TAPE,,,,L,04/08/1951,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4155,PMC 4155   TOOL AND SUPPLY SPECIFICATION,,,,G,11/08/1951,06/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4157,"PMC 4157   PAPER, VOLATILE CORROSION INHIBITOR [VCI] TREATED",,,,U,17/11/1951,06/07/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4158,PMC 4158   TOOL AND SUPPLY SPECIFICATION,,,,H,09/11/1951,18/03/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4159,PMC 4159    ALL HOLDERS OF PMC MANUALS,,,,J,13/09/1983,13/09/1983,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4160,PMC 4160     TOOL AND SUPPLY SPECIFICATION,,,,F,16/04/1952,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4161,PAPER MULTI PURPOSE VOLATILE CORROSION INHIBITOR TREATED (MPI),111534,רוזנשטיין צ'רלס,,Y,10/02/2006,13/05/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4163,PMC4163    TOOL AND SUPPLY SPECIFICATION,,,,D,26/09/1952,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4164,"PMC 4164   INK, STENCIL, OPAQUE-NAVY-BLACK",,,,G,26/09/1952,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4165,PMC 4165   TOOL AND SUPPLY SPECIFICATION,,,,F,26/09/1952,30/03/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4166,PMC 4166   STENCILBOARD PAPER,,,,H,24/10/1952,22/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4167,PMC 4167   OBLITERTING PAINT,,,,K,20/02/1953,06/07/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4169,"PMC 4169   PAPER, TISSUE, INDUSTRIAL WIPING",,,,J,07/01/1955,08/11/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4170,PMC 4170    MASKING TAPE  [HEAVY],,,,S,05/11/1954,20/08/1996,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4171,PMC 4171  TOOL AND SUPPLY SPECIFICATION,,,,E,03/12/1954,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4172,PMC 4172  TOOL AND SUPPLY SPECIFICATION,,,,E,17/12/1954,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4175,PMC 4175  TOOL AND SUPPLY SPECIFICATION,,,,D,07/01/1955,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4178,PMC 4178   BARRIER MATERIAL -ANTI-TARNISH FOR SILVER,,,,K,30/12/1955,06/07/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4181,"PMC 4181   PAPER,TISSUE CLEANING,",108449,לנדאו אשר,,L,13/04/1956,12/04/2007,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4182,PMC 4182   TOOL AND SUPPLY SPECIFICATION,,,,D,20/07/1956,06/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4183,PMC 4183   TOOL AND SUPPLY SPECIFICATION,,,,D,25/05/1956,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4184,PMC 4184  DOUBLE - COATED YRANSPARENT TAPE,,,,N,16/11/1956,29/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4185,"PMC 4185  REINFORCED GUMMED SEALING TAPE [KRAFT PAPER] A-A-1671,TYPE LL",,,,Y,17/05/1957,01/07/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4186,PMC 4186  TOOL AND SUPPLY SPECIFICATION,,,,N,22/04/1957,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4187,PMC 4187  TOOL AND SUPPLY SPECIFICATION,,,,L,25/07/1957,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4188,"PMC 4188  MASKING TAPE, POLYESTER FILM [MYLAR]",,,,V,07/10/1957,29/10/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4189,PMC 4189  UTILITY GREASEPROOF PAPER,,,,L,07/01/1958,04/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4190,"PMC 4190  BARRIER MATERIAL, GREASEPROOFED",,,,S,19/02/1958,04/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4191,PMC 4191  TOOL AND SUPPLY SPECIFICATION,,,,E,20/02/1959,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4192,"PMC 4192   TUBING POLYTHYLENE,PLASTIC FILM",,,,U,26/03/1985,04/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4193,"PMC 4193  BAGS,INTERIOR GREASEPROOFED",,,,N,20/02/1959,12/08/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4195,PMC 4195    TOOL AND SUPPLY SPECIFICATION,,,,F,21/04/1959,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4203,PMC 4203   TOOL AND SUPPLY SPECIFICATION,,,,L,15/10/1959,28/08/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4204,PMC 4204  TOOL AND SUPPLY SPECIFICATION,,,,C,02/12/1959,12/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4205,PMC 4205  POLYETHYLENE SHEET BARRIER MATERIAL,108449,לנדאו אשר,,Y,09/03/1960,28/10/2008,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4211,PMC 4211  TOOL AND SUPPLY SPECIFICATION,,,,G,16/05/1961,13/08/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4212,PMC 4212   TOOL AND SUPPLY SPECIFICATION,,,,G,16/05/1961,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4213,PMC 4213   TOOL AND SUPPLY SPECIFICATION,,,,H,16/05/1961,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4214,"PMC 4214  WIRE TIES, PAPER COVERED",,,,G,27/07/1961,04/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4215,PMC 4215   POLYETHYLENE PRE-FORMED BAGS,,,,V,19/10/1961,26/04/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4216,PMC 4216  POLYETHYLENE BARRIER MATERIAL,,,,A,09/11/1961,01/04/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4218,PMC 4218  POLYETHYLENE SHEET AND BAG,,,,H,15/01/1962,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4219,PMC 4219  ALUMINUM FOIL [QQ-A-1876],,,,J,14/12/1961,01/07/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4220,PMC 4220  STRIPPABLE PLASTIC COMPOUND [WITH NO OIL EXDATION],,,,K,14/12/1961,23/04/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4223,PMC 4223     ALL PMC MANUAL HOLDERS,,,,A,13/03/1985,13/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4224,PMC 4224  TOOL AND SUPPLY SPECIFICATION,,,,G,21/02/1962,06/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4227,PMC 4227    TOOL AND SUPPLY SPECIFICATION,,,,E,02/04/1962,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4228,PMC 4228   EXPANDED POLYETHYLENE,,,,M,04/05/1962,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4229,PMC 4229    FLEXIBLE POLYURETHANE FOAM,,,,F,04/05/1962,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4232,PMC 4232   TOOL AND SUPPLY SPECIFICATION,,,,B,13/12/1963,13/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4233,PMC 4233  TOOL AND SUPPLY SPECIFICATION,,,,D,12/09/1962,28/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4234,PMC 4234   TOOL AND SUPPLY SPECIFICATION,,,,K,12/11/1962,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4235,TOOL AND SUPPLY SPECIFICATION,108449,לנדאו אשר,,BC,13/11/1962,20/02/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4236,PMC 4236   DOCUMENT PROPERTY RIGHT NOTICE,,,,D,05/12/1962,17/01/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4237,"PMC 4237  TAPE, STOP - OFF- CHEMICAL MILLING",,,,H,04/02/1963,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4239,"PMC 4239  TAPE, MASKING [VIBRATORY BARREL FINISHING]",,,,G,24/04/1963,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4240,PMC 4240  TOOL AND SUPPLY SPECIFICATION,,,,K,24/04/1963,20/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4241,"PMC 4241  TAPE, SOLVENT - RESISTANT",,,,H,24/04/1963,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4242,"PMC 4242   TAPE, PLASTIC FILM",,,,J,18/06/1963,25/02/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4243,"PMC 4243    TAPE, PROTECTIVE MASKING",,,,H,22/08/1963,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4244,PMC 4244  POLYETHYLENE MULTIPURPOSE CLOTH TAPE,,,,A,07/01/1993,04/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4245,PMC 4245  TOOL AND SUPPLY SPECIFICATION,,,,E,01/05/1964,14/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4246,"PMC 4246   TAPE, SEALING",,,,E,07/07/1964,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4247,PMC 4247   TOOL AND SUPPLY SPECIFICATION,,,,E,21/08/1964,02/12/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4248,PMC 4248   TOOL AND SUPPLY SPECIFICATION,,,,D,28/10/1984,06/07/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4249,PMC 4249   HOLDING TAPE - DOUBLE COATED TISSUE,,,,H,18/02/1965,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4250,"PMC 4250  TAPE, REFLECTIVE",,,,G,18/02/1965,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4251,PMC 4251  PROTECTIVE MASKING TAPE [ALUMINUM],,,,K,24/03/1965,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4252,PMC 4252  POLYVING CHLORIDE SHEETING,,,,G,25/02/1966,07/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4253,"PMC 4253  TAPE, POLYESTER FILM, PAPER BACKING",111534,רוזנשטיין צ'רלס,,AL,29/04/1966,22/10/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4254,PMC 4254  TOOL AND SUPPLY SPECIFICATION,,,,D,05/04/1966,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4256,PMC 4256  TOOL AND SUPPLY SPECIFICATION,,,,D,23/06/1966,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4257,PMC 4257  TOOL AND SUPPLY SPECIFICATION,,,,G,23/06/1966,28/11/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4258,PMC 4258  TOOL AND SUPPLY SPECIFICATION,,,,D,13/05/1966,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4259,PMC 4259   TOOL AND SUPPLY SPECIFICATION,,,,D,13/05/1966,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4260,PMC 4260   TOOL AND SUPPLY SPECIFICATION,,,,D,17/05/1966,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4261,PMC 4261   TOOL AND SUPPLY SPECIFICATION,,,,E,19/09/1966,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4262,PMC 4262   POLTETHLENE FILM,,,,H,19/09/1966,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4263,PMC 4263   WETTING AGENT,,,,G,19/09/1966,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4265,PMC 4265  TOOL AND SUPPLY SPECIFICATION,,,,D,07/10/1966,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4266,PMC 4266  MASKING TAPE [PRESSURE SENSITIVE],,,,J,29/12/1966,08/02/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4267,"PMC 4267   POLYTHYLENE SHEET, TREATED",,,,G,29/12/1966,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4268,PMC 4268    TOOL AND SUPPLY SPECIFICATION,,,,D,29/12/1966,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4269,PMC 4269  PACKING LIST AND SHIPPING DOCUMENT ENVELOPES,,,,S,30/01/1967,17/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4270,PMC 4270  TOOL AND SUPPLY SPECIFICATION,108449,לנדאו אשר,,L,14/03/1967,05/12/2006,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4271,PMC 4271   TOOL AND SUPPLY SPECIFICATION,,,,D,24/04/1985,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4272,"PMC 4272  WIRE TIES, STAINLESS STEEL, PLASTIC - COATED",,,,E,15/05/1967,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4273,"TAPE, HIGH-TEMPERATURE, GLASS CLOTH",111534,רוזנשטיין צ'רלס,,AM,15/06/1967,23/02/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4274,PMC 4274  TOOL AND SUPPLY SPECIFICATION,,,,C,01/08/1967,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4275,PMC 4275  METAL MARKING INK  [BLACK],,,,G,30/01/1968,05/11/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4276,"PMC 4276  STRAP - NYLON WEB, ENDLESS SLING TYPE - TYPE 1",,,,K,19/03/1968,30/03/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4277,"PMC 4277  STAP - NYLON WEB, EYE & TYPE - TYPE 2",,,,K,19/03/1968,30/03/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4278,PMC 4278  LOW REFLECTIVITY MASKING TAPE,,,,F,02/07/1968,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4279,PMC 4279   DOUBLE  - COATED POLYESTER TAPE,,,,E,18/02/1969,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4280,PMC 4280  FLAT STEEL STITCHING WIRE,,,,F,22/04/1969,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4281,PMC 4281  TOOL AND SUPPLY SPECIFICATION,,,,C,22/04/1969,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4282,PMC 4282  TOOL AND SUPPLY SPECIFICATION,,,,C,22/04/1969,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4283,PMC 4283  TOOL AND SUPPLY SPECIFICATION,,,,H,27/08/1969,21/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4284,PMC 4284  MASKING TAPE  [PWA 73 PACK PROCESS],,,,G,28/09/1970,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4285,PMC 4285   MASKING TAPE - HIGH TEMPERATURE,,,,M,28/09/1970,12/11/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4286,PMC 4286   TOOL AND SUPPLY SPECIFICATION,,,,C,13/11/1970,13/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4287,PMC 4287  TOOL AND SUPPLY SPECIFICATION,,,,C,30/12/1970,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4288,PMC 4288    TOOL AND SUPPLY SPECIFICATION,,,,D,20/01/1972,28/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4289,PMC 4289   TOOL AND SUPPLY SPECIFICATION,,,,D,17/02/1972,30/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4290,PMC 4290   TOOL AND SUPPLY SPECIFICATION,,,,D,17/02/1972,28/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4291,"PMC 4291   PROTECTOR, PACKING LIST",,,,D,17/02/1972,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4292,PMC 4292   ALUMINUM FOIL,,,,D,13/04/1972,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4293,PMC 4293   MASKING TAPE - PLASMA SPRAY,,,,G,10/04/1972,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4294,PMC 4294  DIE - CUT MASKS  [HEAT-REFLECTIVE TAPE],,,,E,18/07/1972,11/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4295,"PMC 4295   TAPE, HEAT RESISTANT]",,,,S,06/12/1972,08/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4296,PMC 4296  TOOL AND SUPPLY SPECIFICATION,,,,C,24/01/1973,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4297,PMC 4297   TOOL AND SUPPLY SPECIFICATION,,,,C,02/10/1973,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4298,PMC 4298  TOOL AND SUPPLY SPECIFICATION,,,,B,26/04/1973,17/02/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4299,PMC 4299  TOOL AND SUPPLY SPECIFICATION,,,,E,10/02/1973,14/04/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4300,INDUSTRIAL X-RAY FILM,111534,רוזנשטיין צ'רלס,22,AU,12/05/2008,15/03/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4306,INDUSTRIAL X-RAY FILM,111534,רוזנשטיין צ'רלס,22,AT,05/12/2008,05/02/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4315,PMC 4315  INDUSTRIAL X-RAY FILM IN EXPOSURE HOLDER [NO LEAD FOIL],,,,A,15/12/1966,15/01/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4319,PMC 4319  INDUSTRIAL X-RAY FILM IN EXPOSURE HOLDER,,,,A,15/12/1966,15/01/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4322,PMC 4322  TOOL AND SUPPLY SPECIFICATION,,,,T,20/07/1967,09/04/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4323,PMC 4323  INDUSTRIAL X-RAY FILM,111534,רוזנשטיין צ'רלס,22,AG,06/01/1970,05/04/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4327,Industrial X-Ray film,111534,רוזנשטיין צ'רלס,22,AA,04/05/1970,09/05/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4329,PMC 4329   INDUSTRIAL X-RAY FILM IN EXPOSUTE HOLDER [DAY PACK],,,,T,25/02/1972,15/01/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4330,PMC 4330   ALL PMC MANUAL HOLDERS,,,,K,20/05/1994,20/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4331,PMC 4331 INDUSTRIAL X-RAY FILM,,,,G,07/11/1974,17/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4333,PMC 4333  INDUSTRIAL X-RAY FILM,,,,F,30/09/1976,01/06/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4334,"PMC 4334  INDUSTRIAL X-RAY FILM,CUSTOM FILM PACKS",,,,H,09/03/1981,09/06/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 4335,PMC 4335  TOOL AND SUPPLY SPECIFICATION,,,,C,09/03/1981,22/12/1986,Active,,,
