לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7100,Pratt & Whitney Aircraft Group,PMC 1838,PMC 1838  ETHYL ALCOHOL-USP 200 PROOF,,,,G,13/09/1976,31/07/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1839,PMC 1839   TOOL AND SUPPLY SPECIFICATION,,,,H,27/09/1977,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1841,PMC 1841  TOOL AND SUPPLY SPECIFICATION,,,,C,11/04/1977,15/01/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1842,PMC 1842   TOOL AND SUPPLY SPECIFICATION,,,,C,08/05/1985,21/01/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1843,PMC 1843   TOOL AND SUPPLY SPECIFICATION,,,,C,12/04/1977,12/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1844,PMC 1844   TOOL AND SUPPLY SPECIFICATION,,,,D,07/05/1985,21/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1845,PMC 1845   TOOL AND SUPPLY SPECIFICATION,,,,D,12/04/1977,21/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1846,PMC 1846  TOOL AND SUPPLY SPECIFICATION,,,,D,12/04/1977,21/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1847,PMC 1847  TOOL AND SUPPLY SPECIFICATION,,,,D,13/04/1977,21/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1848,PMC 1848   TOOL AND SUPPLY SPECIFICATION,,,,C,13/04/1977,21/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1850,PMC 1850   GLASS FIBER PAD FABRIC,,,,D,10/06/1977,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1851,PMC 1851   TOOL AND SUPPLY SPECIFICATION,,,,E,04/10/1977,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1852,PMC 1852   TOOL AND SUPPLY SPECIFICATION,,,,F,04/10/1977,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1853,PMC 1853     TOOL AND SUPPLY SPECIFICATION,,,,F,04/10/1977,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1854,PMC 1854  TOOL AND SUPPLY SPECIFICATION,,,,E,04/10/1977,04/10/1977,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1855,PMC 1855   BINDER,,,,G,31/10/1977,20/09/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1856,PMC 1856   TOOL AND SUPPLY SPECIFICATION,,,,D,31/10/1977,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1857,PMC 1857   TOOL AND SUPPLY SPECIFICATION,,,,H,31/10/1977,16/04/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1858,PMC 1858   DILUENT,,,,J,31/10/1977,02/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1859,PMC 1859    TOOL AND SUPPLY SPECIFICATION,,,,C,14/12/1981,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1860,PMC 1860   TOOL AND SUPPLY SPECIFICATION,,,,D,29/11/1977,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1861,PMC 1861   TOOL AND SUPPLY SPECIFICATION,,,,D,17/03/1978,29/09/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1862,PMC 1862  SODIUM BICARBONATE,,,,G,20/04/1978,05/08/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1863,PMC 1863   TOOL AND SUPPLY SPECIFICATION,,,,D,28/06/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1864,PMC 1864    TOOL AND SUPPLY SPECIFICATION,,,,D,28/06/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1865,PMC 1865  TOOL AND SUPPLY SPECIFICATION,,,,D,28/06/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1866,PMC 1866   TOOL AND SUPPLY SPECIFICATION,,,,N,19/10/1978,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1867,PMC 1867   TOOL AND SUPPLY SPECIFICATION,,,,C,18/12/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1868,PMC 1868  TOOL AND SUPPLY SPECIFICATION,,,,C,18/12/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1869,PMC 1869    TOOL AND SUPPLY SPECIFICATION,,,,C,18/12/1978,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1870,PMC 1870    FURNACE CEMENT,,,,D,28/02/1979,02/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1871,PMC 1871    EPOXY CURING AGENT,,,,J,16/08/1979,23/12/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1872,PMC 1872    TOOL AND SUPPLY SPECIFICATION,,,,D,23/08/1979,22/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1873,PMC 1873      POLYIMIDE,,,,K,31/10/1979,23/06/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1874,"PMC 1874    WATER - DISTILLED, DEIONIZED, OR DEMINERALIZED",,,,F,09/11/1979,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1875,"PMC 1875    WATER - DISTILLED ,  DEIONIZED ,OR DEMINERALIZED",,,,F,09/11/1979,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1876,PMC 1876  TOOL AND SUPPLY SPECIFICATION,,,,G,16/11/1979,24/06/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1877,PMC 1877  TOOL AND SUPPLY SPECIFICATION,,,,C,07/01/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1878,PMC 1878  TOOL AND SUPPLY SPECIFICATION,,,,C,08/01/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1879,PMC 1879   TOL AND SUPPLY SPECIFICATION,,,,D,18/01/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1880,PMC 1880   TOOL AND SUPPLY SPECIFICATION,,,,D,18/01/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1881,PMC 1881  TOOL AND SUPPLY SPECIFICATION,,,,C,07/01/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1882,PMC 1882  TOOL AND SUPPLY SPECIFICATION,,,,C,09/03/1981,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1883,PMC 1883   DEOXIDIZER,,,,E,04/09/1980,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1884,PMC 1884  TOOL AND SUPPLY SPECIFICATION,,,,C,22/10/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1885,PMC 1885   TOOL AND SUPPLY SPECIFICATION,,,,F,10/10/1980,30/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1886,PMC 1886  RUBBER MASK - HIGH - TEMPERATURE,,,,L,10/10/1980,09/04/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1887,"PMC 1887  VEHICLE, PETROLEUM, MAGNETIC PARTICLE SUSPENSION",108787,חן שבתאי,,AE,06/11/1980,04/11/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1891,PMC 1891  ALL PMC MANUAL HOLDERS,,,,D,16/02/1994,16/02/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1892,PMC 1892   TOOL AND SUPPLY SPECIFICATION,,,,E,23/03/1981,02/10/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1893,PMC 1893  TOOL AND SUPPLY SPECIFICATION,,,,F,24/03/1981,27/10/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1894,PMC 1894  GRAPHITE LUBRICANT - HIGH - TEMPERATURE,,,,H,06/05/1981,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1895,PMC 1895   TOOL AND SUPPLY SPECIFICATION,,,,C,21/08/1981,05/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1897,PMC 1897   BOSTIK COATING,,,,L,12/11/1981,16/02/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1898,PMC 1898   TOOL AND SUPPLY SPECIFICATION,,,,D,01/07/1981,18/03/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1899,PMC 1899  TOOL AND SUPPLY SPECIFICATING,,,,E,19/11/1981,19/04/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1901,PMC 1901   TOOL AND SUPPLY SPECIFICATING,,,,D,06/12/1982,20/05/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1902,PMC 1902  CALCIUM ALUMINATE CEMENT,,,,D,22/12/1982,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1903,PMC 1903   TOOL AND SUPPLY SPECIFICATING,,,,C,27/04/1983,05/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1904,PMC 1904  FORMING RUBBER SGEET,,,,F,05/04/1983,21/10/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1905,PMC 1905   TOOL AND SUPPLY SPECIFICATION,,,,D,27/04/1983,16/12/1992,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1906,PMC 1906  TOOL AND SUPPLY SPECIFICATION,,,,D,26/05/1983,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1910,PMC 1910  TOOL AND SUPPLY SPECIFICATION,,,,C,05/05/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1911,PMC 1911  TOOL AND SUPPLY SPECIFICATION,,,,C,05/05/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1912,PMC 1912  TOOL AND SUPPLY SPECIFICATION,,,,C,05/05/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1913,PMC 1913   TOOL AND SUPPLY SPECIFICATION,,,,C,05/05/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1914,PMC 1914   TOOL AND SUPPLY SPECIFICATION,,,,D,09/11/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1915,PMC 1915   TOOL AND SUPPLY SPECIFICATING,,,,F,25/07/1983,16/12/1992,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1916,PMC 1916   TOOL AND SUPPLY SPECIFICATING,,,,C,07/07/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1917,PMC 1917   TOOL AND SUPPLY SPECIFICATION,,,,C,07/07/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1918,PMC 1918   ELECTROLYTE,,,,D,01/02/1984,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1919,PMC 1919   TOOL AND SUPPLY SPECIFICATING,,,,C,24/10/1983,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1920,PMC 1920  GRAPHITE LUBRICANT,,,,F,09/01/1984,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1921,PMC 1921   THERMAL SPRAY - BLAST MASKANT,,,,F,24/02/1984,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1922,PMC 1922  MOLD RELEASE AGENT FOR COLD MOLDS,,,,E,27/02/1984,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1923,PMC 1923   TOOL AND SUPPLY SPECIFICATION B,,,,C,24/02/1984,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1924,PMC 1924  TOOL AND SUPPLY SPECIFICATION,,,,B,02/01/1985,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1925,PMC 1925  WETTING AGENT,,,,E,04/12/1984,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1926,PMC 1926  ELECTROLYTIC STENNCIL ETCHING PROCESS MARKING FLUID,111534,רוזנשטיין צ'רלס,,F,19/12/1984,11/10/2007,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1927,PMC 1927   GLASS CERMATIC PRECOAT [GREEN],,,,E,04/01/1985,01/06/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1928,PMC 1928  TOOL AND SUPPLY SPECIFICATION,,,,B,15/03/1985,12/11/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1929,PMC 1929   TOOL AND SUPPLY SPECIFICATION,,,,B,14/06/1985,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1930,PMC 1930  GLASS CERAMIC PRECOAT [WHITE],,,,F,12/06/1985,01/06/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1931,PMC 1931  TOOL AND SUPPLY SPECIFICATION,,,,B,14/06/1985,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1932,PMC 1932  TOOL AND SUPPLY SPECIFICATION,,,,A,19/08/1986,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1933,PMC 1933  TOOL AND SUPPLY SPECIFICATION,,,,,17/09/1986,17/09/1986,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1934,PMC 1934  TOOL AND SUPPLY SPCIFICATION,,,,B,08/01/1988,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1936,PMC 1936  BRAZING CEMENT,,,,E,15/01/1990,30/07/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1937,"PMC 1937   SLEEVING, CERAMIC FILDER",,,,A,22/01/1990,12/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1938,PMC 1938  GRAPHITE LUBRICANT,,,,B,24/09/1991,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1939,PMC 1939,,,,A,01/05/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1940,PMC 1940   TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1941,PMC 1941   TOOL AND SUPPLY SPECIFICATING,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1942,PMC 1942  TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1943,PMC 1943   TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,23/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1944,PMC 1944   TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1945,PMC 1945  TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1946,PMC 1946  TOOL AND SUPPLY SPECIFICATION,,,,B,12/12/1985,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1947,PMC 1947  TOOL AND SUPPLY SPECIFICATION,,,,A,09/10/1987,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1948,PMC 1948   TOOL AND SUPPLY SPECIFICATION,,,,,04/02/1988,04/02/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1949,PMC 1949   TOOL AND SUPPLY SPECIFICATION,,,,D,19/04/1988,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1950,PMC 1950  TOOL AND SUPPLY SPECIFICATION,,,,,19/04/1988,19/04/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1951,PMC 1951   ACTIVATED CARBON  [GRANULAR],,,,B,03/03/1988,02/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1952,PMC 1952  TOOL AND SUPPLY SPECIFICATIO,,,,,21/07/1988,21/07/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1953,PMC 1953   TOOL AND SUPPLY SPECIFICATION,,,,,22/11/1988,22/11/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1954,PMC 1954   ANTI - SPATTER SOLUTION,,,,E,21/11/1988,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1955,PMC 1955    TOOL AND SUPPLY SPECIFICATION,,,,A,18/01/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1956,PMC 1956    TOOL AND SUPPLY SPECIFICATION,,,,A,18/01/1989,20/02/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1957,"PMC 1957  MASKING PELLETS, INJECTION MOLDABLE",,,,C,19/06/1989,24/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1958,PMC 1958    TOOL AND SUPPLY SPECIFICATION,,,,A,23/05/1989,21/03/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1959,PMC 1959    TOOL AND SUPPLY SPECIFICATION,,,,A,23/05/1989,21/03/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1960,PMC 1960   TOOL AND SUPPLY SPECIFICATION,,,,A,06/06/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1961,PMC 1961    TOOL AND SUPPLY SPECIGICATION,,,,B,24/07/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1962,PMC 1962   TOOL AND SUPPLY SPECIFICATION,,,,A,11/09/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1963,PMC 1963   TOOL AND SUPPLY SPECIFICATION,,,,A,09/08/1989,21/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1964,"PMC 1964  NICKEL BRAZE STRIPPING COMPOUND,COMPONENT A",,,,C,25/06/1990,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1965,"PMC 1965  NICKEL BRAZE STRIPPING COMPOUND,COMPONENT B",,,,C,25/06/1990,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1966,PMC 1966  TOOL AND SUPPLY SPECIFICATION,,,,B,01/11/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1967,PMC 1967   TOOL AND SUPPLY SPECIFICATION,,,,A,13/11/1989,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1968,PMC 1968   TOOL AND SUPPLY SPECIFICATION,,,,,13/11/1989,13/11/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1971,PMC 1971  TOOL AND SUPPLY SPECIFICATION,,,,B,07/12/1989,17/04/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1972,"PMC 1972   FILTER POWDER, DIATOMACEUS EARTH",,,,A,28/06/1990,23/02/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1973,PMC 1973   TOOL AND SUPPLY SPECIFICATION,,,,,04/05/1990,04/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1974,PMC 1974  TOOL AND SUPPLY SPECIFICATION,,,,A,05/07/1990,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1975,PMC 1975  SODIUM HYDROXIDE [LIQUID] - RAYON GRADE,,,,D,28/06/1990,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1979,PMC 1979   PAINT STRIPPER,,,,B,22/02/1991,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1980,PMC 1980  ELECTRON BEAM WELD STOP-OFF STRIPPER,,,,B,12/03/1991,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1982,PMC 1982  TOOL AND SUPPLY SPECIFICATION,,,,,26/04/1991,26/04/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1983,PMC 1983   TOOL AND SUPPLY SPECIFICATION,,,,,26/04/1991,26/04/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1984,PMC 1984  BRAZING ALLOY CEMENT,,,,B,10/07/1991,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1989,"PMC 1989  THERMAL SPRAYE MASKANT, WATER SOLUBLE",,,,B,19/11/1991,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1996,"PMC 1996   MASKANT, WATERBORNE, CHEMICAL MILLING AND PLASMA SPRAY",,,,C,29/04/1992,10/03/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1997,"PMC 1997  BINDER, AQUEOUS",,,,B,29/04/1992,13/03/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1998,PMC 1998  RELEASE FABRIC,,,,A,21/05/1992,28/09/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 1999,"PMC 1999  THERMAL SPRAY MASKANT, WATER SOLUBLE",,,,B,05/06/1992,19/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2000,PMC 2000   TOOL AND SUPPLY SPECIFICATION,,,,D,25/10/1944,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2012,PMC 2012   TOOL AND SUPPLY SPECIFICATION,,,,G,16/06/1950,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2014,PMC 2014   TOOL AND SUPPLY SPECIFICATION,,,,F,31/01/1951,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2017,PMC 2017  TOOL AND SUPPLY SPACIFICATION,,,,D,31/08/1951,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2020,PMC 2020   TOOL AND SUPPLY SPECIFICATION,,,,J,11/04/1952,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2024,PMC 2024   TOOL AND SUPPLY SPECIFICATION,,,,J,25/06/1954,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2025,PMC 2025   TOOL AND SUPPLY SPECIFICATION,,,,D,11/05/1956,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2026,PMC 2026   TOOL AND SUPPLY SPECIFICATION,,,,F,11/05/1956,18/06/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2033,PMC 2033   TOOL AND SUPPLY SPECIFICATION,,,,D,01/12/1970,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2034,PMC 2034   TOOL AND SUPPLY SPECIFICATION,,,,C,03/06/1971,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2035,PMC 2035  TOOL AND SUPPLY SPECIFICATION,,,,J,18/07/1972,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2036,PMC 2036    TOOL AND SUPPLY SPECIFICATION,,,,D,17/08/1972,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2038,PMC 2038   TOOL SPECIFICATION,,,,F,29/09/1977,21/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2039,PMC 2039  TOOL AND SUPPLY SPECIFICATION,,,,F,12/07/1979,21/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2040,PMC 2040  TOOL AND SUPPLY SPECIFICATION,,,,E,12/07/1979,21/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2041,PMC 2041    TOOL AND SUPPLY SPECIFICATION,,,,D,12/07/1979,21/05/1990,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2047,PMC 2047   BORON NITRIDE COATING,,,,L,23/09/1983,10/10/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2048,PMC 2048   TOOL AND SUPPLY SPECIFICATION,,,,F,09/11/1983,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2049,PMC 2049  TOOL AND SUPPLY SPECIFICATION,,,,B,18/06/1985,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2050,PMC 2050    ALL PMC MANUAL HOLDERS,,,,B,14/07/1993,14/07/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2051,PMC 2051   TOOL AND SUPPLY SPECIFICATION,,,,B,22/09/1986,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2052,PMC 2052   TOOL AND SPECIFICATION,,,,A,01/12/1986,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2053,PMC 2053     TOOL AND SUPPLY SPECIFICATION,,,,A,19/12/1986,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2054,PMC 2054  WELD - SPATTER PREVENTIVE COATING,,,,D,15/07/1987,24/02/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2055,PMC 2055  TOOL AND SUPPLY SPECIFICATION,,,,,10/08/1987,10/08/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2056,PMC 2056   TOOL AND SUPPLY SPECIFICATION,,,,B,11/03/1988,25/03/1991,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2057,PMC 2057    TOOL AND SUPPLY SPECIFICATION,,,,,15/04/1988,15/04/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2058-A,PMC 2058-A  TOOL AND SUPPLY SPECIFICATION,,,,A,15/04/1988,16/06/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2058-C,PMC 2058-C      BRAZING STOP - OFF,,,,C,15/04/1988,02/02/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2059,PMC 2059   BRAZING STOP - OFF TAPE,,,,F,15/04/1989,28/07/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2060,PMC 2060  TOOL AND SUPPLY SPECIFICATION,,,,,22/09/1989,22/09/1989,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2063,PMC 2063   WELD SPATTER STOP - OFF,,,,,15/03/1994,15/03/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2065,PMC 2065        STARCH [CORN],,,,A,17/03/1994,05/04/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2067,PMC 2067  MICA/SILICONE SHIM MATERIAL,,,,,11/06/1997,11/06/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2200,PMC 2200   ARGON,,,,Y,14/02/1958,09/04/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2201,PMC 2201   TOOL AND SUPPLY SPECIFICATION,,,,E,27/01/1976,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2202,PMC 2202  TOOL AND SUPPLY SPCIFICATION,,,,D,22/09/1977,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2203,PMC 2203   TOOL AND SUPPLY SPECIFICATION,,,,B,12/06/1984,01/12/1987,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2204,"PMC 2204   ARGON, GASEOUS, ULTRA-HIGH PURITY",,,,E,12/06/1984,21/08/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PMC 2205,"PMC 2205  HYDROGEN FLUORIDE [HF],  C.P.GRADE",,,,B,11/03/1992,21/08/1997,Active,,,
