לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7170,MTU Aero Engines AG,MTP 11940,"Project PW305,Blade LPT 5 stg",,,,18,01/09/2007,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12,Visual and penetrant inspection of precision castings,,,,,01/11/2006,01/11/2006,Active,,,
7170,MTU Aero Engines AG,MTP 12005,"Project V2500,Blade LPT 6 stg",,,,5,01/05/2005,01/05/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12005-1,"PROJEKT V2500: LAUFSCHAUFEL,TRB,ST6,FEINGUSS",,,,,01/09/2002,01/09/2002,Active,,,
7170,MTU Aero Engines AG,MTP 12125,"Project PW307,Blade LPT 3 stg",,,,C,01/04/2005,01/04/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12125-1,"PROJECT PW 307:LAUFSCHAUFEL,TRB,ST 3:FEINGUSS",,,,,01/03/2002,01/03/2002,Active,,,
7170,MTU Aero Engines AG,MTP 12126,"PROJECT PW307, LAUFSCHAUFEL,TRB,ST.4 FEINGUSS",,,,,01/04/2005,01/04/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12156,"PPROJECT PW307
DISK - TURBINE, STG5
CLOSED DIE FORGING, ROUGH TURNED",106815,וולפמן בוריס,,,01/10/2012,01/10/2012,Active,,,
7170,MTU Aero Engines AG,MTP 12196,"MANTELRINGSEKTOR ST1,ST2 UND ST3 FEINGUSS",,,,,01/07/2005,01/07/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12199,KEY LOCATING PRECISION CASTING,105155,הרוש ציון,,,01/06/2003,01/06/2003,Active,,,
7170,MTU Aero Engines AG,MTP 12229,KEY-LOCATING PRECISION CASTING,105155,הרוש ציון,,,01/12/2004,01/12/2004,Active,,,
7170,MTU Aero Engines AG,MTP 12304,"KEY CROSS, LOCATING PRECISION CASTING",105155,הרוש ציון,,,01/12/2004,01/12/2004,Active,,,
7170,MTU Aero Engines AG,MTP 12346,"PROJEKT PW 4000 MANTELRINGSEKTOR,ST 3 FEINGUSS",,,,,01/07/2005,01/07/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12347,RING SGMNT SHROUD TG 4,108332,קויתי אבי,,,01/07/2005,01/07/2005,Active,,,
7170,MTU Aero Engines AG,MTP 12371,"Project MTR390,Ring segment",,,,C,01/05/2006,01/05/2006,Active,,,
7170,MTU Aero Engines AG,MTP 12486,"Project PW810 BLADE, LPT Stg. 4 Precision Casting",,,,-,01/12/2008,01/12/2008,Active,,,
7170,MTU Aero Engines AG,MTP 12489,"Project PW810
VANESEGMENT, LPT Stg. 5
Precision Casting",105155,הרוש ציון,,,01/08/2008,01/08/2008,Active,,,
7170,MTU Aero Engines AG,MTP 12504,"Parts inspection specification BLADE, LPT Stg. 2 Precision Casting",105155,הרוש ציון,,,01/10/2008,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12541,"Parts inspection specification BLADE, LPT Stg. 2 Precision Casting",30201,Lukic Cedomir,,17,01/03/2009,01/06/2017,Active,,,
7170,MTU Aero Engines AG,MTP 12608,"Project TP400
SHAFT, STUB, IPT
Forging, rough turned",105114,שוורץ רפאל,,,01/11/2010,01/11/2010,Active,,,
7170,MTU Aero Engines AG,MTP 12659,"Project PW814
BLADE, LPT Stg. 3
Precision Casting",112797,יונגמן יותם,,,01/07/2011,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12660,"Project PW814
BLADE, LPT Stg. 4
Precision Casting",112797,יונגמן יותם,,,01/07/2011,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12666,"Project PW814
VANESEGMENT, LPT Stg. 6
Precision Casting
",112797,יונגמן יותם,,,01/07/2011,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12677,"Project PW1133GLPT
BLADE, LPT Stg. 2
Precision Casting",105155,הרוש ציון,,,01/02/2013,01/02/2013,Active,,,
7170,MTU Aero Engines AG,MTP 12773,"Project PW812
BLADE, LPT Stg. 3
Precision Casting",105155,הרוש ציון,,18,01/06/2016,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12775,"Project PW812
BLADE, LPT Stg. 4
Precision Casting",105155,הרוש ציון,,18,01/06/2016,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12776,"Project PW812
VANESEGMENT, LPT Stg. 5
Precision Casting",105155,הרוש ציון,,18,01/06/2016,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12778,"Project PW812
VANESEGMENT, LPT Stg. 6
Precision Casting",105155,הרוש ציון,,18,01/06/2016,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12786,"Project PW1133G LPT
BLADE, LPT Stg. 2
Precision Casting",105155,הרוש ציון,,18,01/01/2017,01/04/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12794,"BLADE, LPT Stg. 3
Precision Casting",112797,יונגמן יותם,,17,01/05/2017,01/05/2017,Active,,,
7170,MTU Aero Engines AG,MTP 12799,"VANESEGMENT, LPT Stg. 5
Precision Casting",112797,יונגמן יותם,,17,01/05/2017,01/05/2017,Active,,,
7170,MTU Aero Engines AG,MTP 12800,"VANESEGMENT, LPT Stg. 6
Precision Casting",112797,יונגמן יותם,,17,01/05/2017,01/05/2017,Active,,,
7170,MTU Aero Engines AG,MTP 12801,"BLADE, LPT Stg. 2",105155,הרוש ציון,,17,01/06/2017,01/06/2017,Active,,,
7170,MTU Aero Engines AG,MTP 12806,"Project PW1100GLPT
BLADE, LPT Stg. 3
Precision Casting",105155,הרוש ציון,,18,01/02/2018,01/02/2018,Active,,,
7170,MTU Aero Engines AG,MTP 12821,"Project PW1524G
BLADE, LPT Stg. 2
Precision Casting",,,,19,01/03/2019,01/03/2019,Active,,,
7170,MTU Aero Engines AG,MTP 13-1,Aluminium diffusin coatings,,,,,01/05/2006,01/05/2006,Active,,,
7170,MTU Aero Engines AG,MTP 13-5,Low temperature high activity process,106815,וולפמן בוריס,,,01/01/2007,01/09/2014,Active,,,
7170,MTU Aero Engines AG,MTP 134,Microporosity in cast blades and vanes,,,,C,01/09/1989,01/09/1989,Active,,,
7170,MTU Aero Engines AG,MTP 136,Assessment of segregations on rotating components in high temperature nickel alloys,112052,גור מיטל,,9,01/02/2009,01/02/2009,Active,,,
7170,MTU Aero Engines AG,MTP 136-1,Segregations on rotating components in nickel alloys Acceptance limits,,,,9,01/02/2009,01/02/2009,Active,,,
7170,MTU Aero Engines AG,MTP 146,LPT diffusor segments,112102,רז שלמה,,,01/12/2008,01/12/2008,Active,,,
7170,MTU Aero Engines AG,MTP 161,"Assessment of segregations on rotating
components in titanium alloys",112052,גור מיטל,,17,01/02/2006,01/11/2017,Active,,,
7170,MTU Aero Engines AG,MTP 181,Eddy Current testing,,,,C,01/09/1995,01/09/1995,Active,,,
7170,MTU Aero Engines AG,MTP 198-1,"Fabricated EJ200 compressor stators
Acceptance limits",52258,קציר עמוס,,,01/05/2006,01/05/2014,Active,,,
7170,MTU Aero Engines AG,MTP 199,Inspection of laser cut components,52258,קציר עמוס,,18,01/10/2003,01/06/2018,Active,,,
7170,MTU Aero Engines AG,MTP 20,Acceptance limits for LPT guide vanes,,,,,01/12/2002,01/12/2002,Active,,,
7170,MTU Aero Engines AG,MTP 20-1,"Acceptance limits for
LPT blades
Precision castings",106815,וולפמן בוריס,,,01/11/1987,01/11/2009,Active,,,
7170,MTU Aero Engines AG,MTP 20-2,ACCEPLANCE LIMILTS FOR LPT VANES,106815,וולפמן בוריס,,,01/11/1987,01/11/2009,Active,,,
7170,MTU Aero Engines AG,MTP 206,Acceptance standard for machined components,,,,6,01/12/2006,01/12/2006,Active,,,
7170,MTU Aero Engines AG,MTP 206-1,Criteria and acceptance standard for machined components Basic requirements,106815,וולפמן בוריס,,17,01/12/2006,01/08/2017,Active,,,
7170,MTU Aero Engines AG,MTP 206-2,Criteria and acceptance criteria for machined components-class 1 components,106815,וולפמן בוריס,,17,01/12/2007,01/09/2017,Active,,,
7170,MTU Aero Engines AG,MTP 206-3,Criteria and acceptance standard for machined components- class 2 components,106815,וולפמן בוריס,,,01/12/2007,01/12/2011,Active,,,
7170,MTU Aero Engines AG,MTP 206-4,"Criteria and acceptance standard for machined components-CL 1,2 in cast materials",105155,הרוש ציון,,,01/12/2007,01/05/2015,Active,,,
7170,MTU Aero Engines AG,MTP 208,"Acceptance limits for fusion welds
TIG, tungsten plasma arc, electron-beam or laser-beam welded non-rotating engine
components",115402,טרננקו ויטלי,,,01/01/2000,01/12/2013,Active,,,
7170,MTU Aero Engines AG,MTP 21,Acceplance limits for LPT blades precision castings,112102,רז שלמה,,13,01/07/2006,01/09/2013,Active,,,
7170,MTU Aero Engines AG,MTP 21 BBL1,Acceptance limits for LPT blades Precision castings Reference to the grain size assessment,,,,,01/11/1987,01/08/2008,Active,,,
7170,MTU Aero Engines AG,MTP 21 BBL2,Acceptance limits for LPT blades Precision castingsReference to the grain size assessment,,,,C,01/11/1987,01/08/2008,Active,,,
7170,MTU Aero Engines AG,MTP 21 BBL3,Acceptance limits for microporosity in LPT roter blades,106815,וולפמן בוריס,,,01/11/1987,01/11/1987,Active,,,
7170,MTU Aero Engines AG,MTP 21-2,REFERENCE TO THE GRAIN SIZE ASSESSMENT,,,,,01/11/1987,01/11/1987,Active,,,
7170,MTU Aero Engines AG,MTP 22,COMPRESSOR BLADES AND VAnes,88500,לפיד אלדד,,,01/02/1981,01/02/1981,Active,,,
7170,MTU Aero Engines AG,MTP 228-1,Visual and penetrant inspection Equiaxed LPT guide vane segments Acceptance limits,107292,ויימן איגור,,,01/11/2006,01/05/2008,Active,,,
7170,MTU Aero Engines AG,MTP 228-2,"X-ray inspection Equiaxed LPT guide vane segments, six-airfoiled cluster Acceptance limits",102335,פרסט מקס,,,01/11/2002,01/09/2012,Active,,,
7170,MTU Aero Engines AG,MTP 228-3,"Microporosity Equiaxed LPT guide vane segments, six-airfoiled cluster Acceptance limits",108332,קויתי אבי,,,01/05/2003,01/11/2006,Active,,,
7170,MTU Aero Engines AG,MTP 23,Assessment of riveted joints,52258,קציר עמוס,,,01/07/1986,01/04/2008,Active,,,
7170,MTU Aero Engines AG,MTP 244-1,Visual and penetrant inspections Single-crystal and directionally solidified LPT vane segments Acceptance limits,112797,יונגמן יותם,,8,01/06/2003,01/05/2008,Active,,,
7170,MTU Aero Engines AG,MTP 244-2,Radiographic inspection Single-crystal and directionally solidified LPT vane segments Acceptance limits,102335,פרסט מקס,,13,01/06/2003,01/09/2015,Active,,,
7170,MTU Aero Engines AG,MTP 244-3,Microporosity of single-crystal solidified LPT VANE SEGMENTS Acceptance limits,106815,וולפמן בוריס,,3,01/06/2003,01/06/2003,Active,,,
7170,MTU Aero Engines AG,MTP 244-4,Macrostructure inspection of single-crystal LPT vanes Acceptance limits,106815,וולפמן בוריס,,3,01/06/2003,01/06/2003,Active,,,
7170,MTU Aero Engines AG,MTP 244-5,Macrostructure inspection Directionally solidified LPT vanes Acceptance limits,106815,וולפמן בוריס,,13,01/01/2007,01/10/2013,Active,,,
7170,MTU Aero Engines AG,MTP 245-4,"Microstructure inspection of single-crystal LPT blades
Acceptance limits",112797,יונגמן יותם,,3,01/06/2003,01/06/2003,Active,,,
7170,MTU Aero Engines AG,MTP 246-3,Microporosity Equiaxed LPT blades Acceptance limits,,,,,01/11/2006,01/11/2006,Active,,,
7170,MTU Aero Engines AG,MTP 264,ACCEPTANCE LIMITS FOR FUNCTIONAL AREAS OF HONEYCOMB,52258,קציר עמוס,,,01/01/2005,01/08/2014,Active,,,
7170,MTU Aero Engines AG,MTP 278,"Acceptance limits for inspection
and assessment of finish-machined compressor
blades and vanes",88500,לפיד אלדד,,,01/03/2013,01/03/2013,Active,,,
7170,MTU Aero Engines AG,MTP 288-1,Quality inspection- casings - Acceptance limits,,,,C,01/11/2006,01/03/2011,Active,,,
7170,MTU Aero Engines AG,MTP 288-2,Quality inspection-Turbine exhaust casings and intermediate diffusors- Acceptance limits,,,,C,01/11/2006,01/11/2006,Active,,,
7170,MTU Aero Engines AG,MTP 293,"Acceptance limits for electro-discharge
machined components",106815,וולפמן בוריס,,,01/05/2008,01/05/2015,Active,,,
7170,MTU Aero Engines AG,MTP 296,Quality Inspection Low PressureTurbines rotating at high speed -Acceptance limits,112797,יונגמן יותם,,18,01/05/2008,01/07/2018,Active,,,
7170,MTU Aero Engines AG,MTP 3,PRUFUNG VON ELEKTRONENSTRAHL - SCHWE IBVERBINDUNGEN,,,,,01/08/1993,01/08/1993,Active,,,
7170,MTU Aero Engines AG,MTP 302-2,"Compressor rotor HPC, stg. 2
Acceptance standard",52258,קציר עמוס,,,01/09/2010,01/09/2010,Active,,,
7170,MTU Aero Engines AG,MTP 34-1,ASSESSMENT OF HONEYCOMB SEALS,52258,קציר עמוס,,,01/04/1991,01/04/1991,Active,,,
7170,MTU Aero Engines AG,MTP 34-2,ASSESSMENT OF ABRADABLE SEALS WITH BRAZED  HONEYCOMB LININGS,115402,טרננקו ויטלי,,,01/04/1991,01/04/1991,Active,,,
7170,MTU Aero Engines AG,MTP 34-5,"Assessment of brazed honeycombs
Acceptance limits for metallographic
examination",115402,טרננקו ויטלי,,,01/05/2012,01/05/2012,Active,,,
7170,MTU Aero Engines AG,MTP 343,"Reference series for the assessment of
micro- and macrostructure Nickel-base alloy (Inconel 718 / DA718)",106815,וולפמן בוריס,,19,01/09/2014,01/07/2019,Active,,,
7170,MTU Aero Engines AG,MTP 345,"Metallographic examination
Examination criteria for thermal spray
coatings
Basic principles",,,,17,01/01/2017,01/01/2017,Active,,,
7170,MTU Aero Engines AG,MTP 350,"Acceptance limits for
LPT blades
Investment casting",112797,יונגמן יותם,,18,01/01/2017,01/03/2018,Active,,,
7170,MTU Aero Engines AG,MTP 353,"Acceptance limits for
LPT blades
Investment casting",112797,יונגמן יותם,,18,01/03/2018,01/11/2018,Active,,,
7170,MTU Aero Engines AG,MTP 359,"Quality inspection
Acceptance limits for
LPT blades
Investment casting
Acceptance limits",115592,שימרון אלדר,,19,01/03/2019,01/03/2019,Active,,,
7170,MTU Aero Engines AG,MTP 361,"Perpendicularity requirements on
flanges",,,,19,01/02/2019,01/02/2019,Active,,,
7170,MTU Aero Engines AG,MTP 40,PRUFUNG VON VAKUUM-HOCHTEMPERATURLOTVERBINDUGEN,,,,,01/12/1987,01/12/1987,Active,,,
7170,MTU Aero Engines AG,MTP 42,VIDERATANDS-SCHWEIBVERBINDUNGEN : ABNAHMEWERTE,,,,,01/08/1983,01/08/1983,Active,,,
7170,MTU Aero Engines AG,MTP 44,Shot-peened surfaces Acceptance limits,116301,רוד דן,,13,01/12/2001,01/03/2013,Active,,,
7170,MTU Aero Engines AG,MTP 44 BBL 1,"Assessment of shot-peened
components
Reference photographs",116301,רוד דן,,,01/03/2013,01/03/2013,Active,,,
7170,MTU Aero Engines AG,MTP 50,Acceptance limits for the assessment of thermal spray coatings,,,,,01/09/2001,01/08/2018,Active,,,
7170,MTU Aero Engines AG,MTP 50-1,ACCEPTANCE LIMITS FOR THE ASSESSMENT OF THERMAL SPRAY,,,,C,01/09/2001,01/09/2001,Active,,,
7170,MTU Aero Engines AG,MTP 50-3,Acceptance limits for the assessment of thermal spray coatings-Plasma spraying,,,,1,01/09/2001,01/09/2001,Active,,,
7170,MTU Aero Engines AG,MTP 55,Visual and penetrant inspection of LPT rotor blades,,,,,01/12/2002,01/12/2002,Active,,,
7170,MTU Aero Engines AG,MTP 55-2,SICHT-UND EINDRINGPRUFUNG AN NDT-LAUFSCHAUFELN,,,,,01/01/1994,01/01/1994,Active,,,
7170,MTU Aero Engines AG,MTP 562-1,-,,,,C,01/12/1994,01/12/1994,Active,,,
7170,MTU Aero Engines AG,MTP 57,Acceptance limits for LPT blades -Radiographic inspection,,,,,01/09/1987,01/09/1987,Active,,,
7170,MTU Aero Engines AG,MTP 58,Acceptance limits for LPT nozzle vanes Radiological inspection porosity,,,,,01/01/2008,01/01/2008,Active,,,
7170,MTU Aero Engines AG,MTP 6002,Inspection of broach tools,88500,לפיד אלדד,,19,01/11/2011,01/01/2019,Active,,,
7170,MTU Aero Engines AG,MTP 6003,Testing of tool holding system,103168,סקוורר מרסלו,12,16,01/10/2013,01/04/2016,Active,,,
7170,MTU Aero Engines AG,MTP 6003 B1,Tools for testing of tool holding systems,103168,סקוורר מרסלו,12,16,01/04/2016,01/04/2016,Active,,,
7170,MTU Aero Engines AG,MTP 6004-1,"Cutting tool wear
evaluation
Basic requirements",88500,לפיד אלדד,,,01/02/2011,01/02/2011,Active,,,
7170,MTU Aero Engines AG,MTP 6004-2,"Cutting tool wear
evaluation
Acceptance limits for MTU parts",88500,לפיד אלדד,,,01/02/2011,01/02/2011,Active,,,
7170,MTU Aero Engines AG,MTP 67,Assessment of mechanically finish machined discs crack inspected by FPM,,,,8,01/12/1983,01/07/2008,Active,,,
7170,MTU Aero Engines AG,MTP 67 BBL1,Assessment of mechanically finish machined disks-by FPI,,,,,01/12/1983,01/07/2008,Active,,,
7170,MTU Aero Engines AG,MTP 73,Acceptance limits for LPT vane segments Precision castings,112797,יונגמן יותם,,17,01/10/2007,01/05/2017,Active,,,
7170,MTU Aero Engines AG,MTP 78,Visual inspection of engine rotor components,52258,קציר עמוס,,16,01/05/2008,01/06/2016,Active,,,
7170,MTU Aero Engines AG,MTP 86-1,Inspection of electrochemically drilled holes,,,,,01/07/2005,01/02/2008,Active,,,
7170,MTU Aero Engines AG,MTP 98-1,Penetrant inspection Acceptance limits for components,108787,חן שבתאי,,,01/03/2005,01/03/2016,Active,,,
7170,MTU Aero Engines AG,MTP 98-3,Visual inspection-Acceptance limits and inspection characteristics,52258,קציר עמוס,,17,01/04/2006,01/07/2017,Active,,,
7170,MTU Aero Engines AG,MTP 98-4,"Definition of cast parts
inspection characteristics",108787,חן שבתאי,,11,01/12/2011,01/12/2011,Active,,,
7170,MTU Aero Engines AG,MTP10647,"Project V2500,Blade 5 stg",,,,C,01/12/2005,01/12/2005,Active,,,
7170,MTU Aero Engines AG,MTP10823,"Project P2500,Vane 4 stg",,,,C,01/05/1998,01/05/1998,Active,,,
7170,MTU Aero Engines AG,MTP118 T-1,Macrostructure of directionally solidified and single-crystal turbine blades,,,,92,01/06/1992,01/06/1992,Active,,,
7170,MTU Aero Engines AG,MTS 1001-2,High temperature nickel casting alloy (Inconel 100),105155,הרוש ציון,,9,01/10/2004,01/10/2009,Active,,,
7170,MTU Aero Engines AG,MTS 1002-1,HOCHWARMFESTE COBAILT - GUSSLEGIERUNG [MAR-M509],,,,,05/08/2005,05/08/2005,Active,,,
7170,MTU Aero Engines AG,MTS 10021,High-temperature cobalt casting alloy (MAR-M509),,,,C,01/05/2005,01/05/2005,Active,,,
7170,MTU Aero Engines AG,MTS 1034,"Anodes
Anodes Lead
Plates",,,,0,01/10/2000,01/10/2000,Active,,,
7170,MTU Aero Engines AG,MTS 1059,"Thermal spraying
Thermal spraying powder and spray
coatings
Aluminium Oxide, grey (94 Al2O3 – 3 TiO2)",113522,נפמן אוראל,12,17,01/06/2012,01/09/2017,Active,,,
7170,MTU Aero Engines AG,MTS 1061,Thermal spraying powder and spray coatings (94 Al2O3 / 2.5 TiO2),113522,נפמן אוראל,,13,01/12/2005,01/11/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1061-1,"Aluminium oxide, grey (94 Al2O3, 2.5 TiO2)",115402,טרננקו ויטלי,,,01/02/2006,01/02/2006,Active,,,
7170,MTU Aero Engines AG,MTS 1080,"Thermal spraying
Thermal spraying powder and spray
coatings",113522,נפמן אוראל,,18,01/03/2007,01/10/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1080-1,"Nickel, Aluminium (95Ni, 5Al) Particle shape, structure Reference standard",,,,,01/03/2007,01/03/2007,Active,,,
7170,MTU Aero Engines AG,MTS 1084 T1,High temperature nickel casting alloy (inconel713c) Blades and Vanes,106815,וולפמן בוריס,,19,01/09/1995,01/06/2019,Active,,,
7170,MTU Aero Engines AG,MTS 1087,VERSCHLEIBFESTE COBALTLEGIERUNG,,,,,01/05/1993,01/05/1993,Active,,,
7170,MTU Aero Engines AG,MTS 1094-1,High-temperature nickel alloy (Inconel 718)-structure req,106815,וולפמן בוריס,,18,01/10/2002,01/11/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1094-2,High-temperature nickel alloy (Inconel 718)-Forgings,106815,וולפמן בוריס,,18,01/03/2000,01/04/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1101-2,"High-temperature nickel alloy
(Inconel 718)
Butt-welded rings",106815,וולפמן בוריס,,,01/04/2002,01/04/2002,Active,,,
7170,MTU Aero Engines AG,MTS 1101-4,"High-temperature nickel alloy
(Inconel 718)
Rolled rings, short-time precipitation hardened",106815,וולפמן בוריס,,,01/04/2002,01/08/2013,Active,,,
7170,MTU Aero Engines AG,MTS 1103-1,HIGH -TEMPERATURE NICKEL ALLOY [WASPALOY],106815,וולפמן בוריס,22,18,01/07/2007,01/01/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1103-3,HIGH -TEMPERATURE NICKEL ALLOY [WASPALOY],106815,וולפמן בוריס,,15,01/04/1994,01/07/2015,Active,,,
7170,MTU Aero Engines AG,MTS 1103-3 BBL1,HIGH TEMPERATURE NICKEL ALLOY MICRO STRUCTURE REFERENCE PHOTOGRAPHS,106815,וולפמן בוריס,,,01/04/1994,01/04/1994,Active,,,
7170,MTU Aero Engines AG,MTS 1189-1,High-temperature nickel casting alloy (Inconel 713),106815,וולפמן בוריס,,,01/09/2003,01/05/2013,Active,,,
7170,MTU Aero Engines AG,MTS 1206-1,"High-temperature nickel casting alloy (MAR-M247)
Blades / vanes, stators and investment castings",105155,הרוש ציון,,15,01/11/2004,01/11/2015,Active,,,
7170,MTU Aero Engines AG,MTS 1210,TWO - PACK ADHESIVE,,,,,01/03/1995,01/03/1995,Active,,,
7170,MTU Aero Engines AG,MTS 1234,One-pack adhesive hot-setting,111534,רוזנשטיין צ'רלס,,,01/03/2006,01/04/2012,Active,,,
7170,MTU Aero Engines AG,MTS 1323-1,High-temperature nickel casting alloy (M-247LC DS),105155,הרוש ציון,,13,01/10/2004,01/10/2004,Active,,,
7170,MTU Aero Engines AG,MTS 1348-1,HIGH TEMPERATURE NICKEL CASTING ALLOY INCO 939,106815,וולפמן בוריס,,,01/09/1996,01/09/1996,Active,,,
7170,MTU Aero Engines AG,MTS 1357-3,"Brazing alloy Nickel-base alloy (11 P - 0,1 C) bazing tape",115402,טרננקו ויטלי,,,01/02/2012,01/02/2012,Active,,,
7170,MTU Aero Engines AG,MTS 1371-2,"High-temperature nickel alloy (Ren? 41)
Butt-welded rings",106815,וולפמן בוריס,,,01/03/2004,01/03/2004,Active,,,
7170,MTU Aero Engines AG,MTS 1371-3,"High-temperature nickel alloy (Ren? 41)	
Forgings and rolled rings",106815,וולפמן בוריס,,,01/06/2003,01/03/2015,Active,,,
7170,MTU Aero Engines AG,MTS 1417-1,VERTRAULICH/MTU - CONFIDENTIAL,,,,,01/05/2006,01/05/2006,Active,,,
7170,MTU Aero Engines AG,MTS 1424-1,HIGH TEMPERATURE NICKEL ALLOY (INCO 718),106815,וולפמן בוריס,,,01/09/2004,01/09/2004,Active,,,
7170,MTU Aero Engines AG,MTS 1441-1,"High-temperature nickel alloy (Inconel 718)
Discs and rotating rings with stricter LCF-requirements
Triple melt",106815,וולפמן בוריס,,18,01/02/2016,01/11/2018,Active,,,
7170,MTU Aero Engines AG,MTS 1464-1,"High temperature nickel alloy (DA718)
Discs and rotating parts
Direct aged",106815,וולפמן בוריס,,19,01/05/2011,01/08/2019,Active,,,
7170,MTU Aero Engines AG,MTS 1552-1,"Titan wrought alloy (Ti6Al-2Sn-4Zr-6Mo)
Compressor disks, rotating rings and BLISKs/IBRs with increased strength requirements",106815,וולפמן בוריס,,16,01/11/2014,01/11/2016,Active,,,
7170,MTU Aero Engines AG,MTS 1559-1,"High temperature Nickel casting alloy
(Alloy 454)",105155,הרוש ציון,,10,01/04/2007,01/01/2010,Active,,,
7170,MTU Aero Engines AG,MTS1309,"Thermal spraying powder and spray
coatings",113522,נפמן אוראל,12,18,01/03/2003,01/05/2018,Active,,,
7170,MTU Aero Engines AG,MTT 73-5,QUALITATSMANAGEMENT ZULIEFERUNGEN,,,,,01/06/2004,01/06/2004,Active,,,
7170,MTU Aero Engines AG,MTU 261,EISEM [\\\] - CHLORID/SAZAURE - LOSUNG,,,,,01/03/1983,01/03/1983,Active,,,
7170,MTU Aero Engines AG,MTV 1,Interpretation of drawings,88500,לפיד אלדד,12,19,01/10/2006,01/06/2019,Active,,,
7170,MTU Aero Engines AG,MTV 100,DRUCKFLIEBLAPPEN:ALLGEMEINE ARBEITSGRUNDLAGEN,,,,,01/07/1990,01/07/1990,Active,,,
7170,MTU Aero Engines AG,MTV 1003,Inspection of aluminium and platinumaluminium diffusion coatings,,,,C,01/11/2006,01/11/2006,Active,,,
7170,MTU Aero Engines AG,MTV 1008,DRUCKPRUFUNG VON GEHAUSEN AND ROHRLEITUNGENFUR,,,,,01/02/1990,01/02/1990,Active,,,
7170,MTU Aero Engines AG,MTV 1009,DRUCKPRUFUNG VON GEHAUSEN AND ROHRLEITUNGEN FUR TRIEBWERKE,,,,,01/07/1994,01/07/1994,Active,,,
7170,MTU Aero Engines AG,MTV 1010,Inspection of compressor blading,52258,קציר עמוס,,17,01/07/2001,01/03/2017,Active,,,
7170,MTU Aero Engines AG,MTV 1012,PRUFUNG VON DRUCKFLIEBGELAPPTEN BAUTEILEN,,,,,01/02/1986,01/02/1986,Active,,,
7170,MTU Aero Engines AG,MTV 1015,Eddy current inspection using probe,107292,ויימן איגור,,,01/05/1998,01/04/2012,Active,,,
7170,MTU Aero Engines AG,MTV 1015-1,Eddy current inspection,107292,ויימן איגור,,,01/04/2012,01/04/2012,Active,,,
7170,MTU Aero Engines AG,MTV 1015-1016,"ZEP-ET30NO123Y10-M , ZFP - ANWEISUNG - ET",,,,,25/03/2003,25/03/2003,Active,,,
7170,MTU Aero Engines AG,MTV 1015-2,"Automated eddy current inspection of
rotating engine components",107292,ויימן איגור,,19,01/04/2012,01/07/2019,Active,,,
7170,MTU Aero Engines AG,MTV 1015-3,"Eddy current inspection
 Manual inspection",107292,ויימן איגור,,,01/04/2012,01/04/2012,Active,,,
7170,MTU Aero Engines AG,MTV 1015-4,"Eddy-current inspection using
rotary probes",107292,ויימן איגור,,17,01/05/2017,01/01/2011,Active,,,
7170,MTU Aero Engines AG,MTV 1016,EDDY-CURRENT TESTING WITH ROTARY PROBES,107292,ויימן איגור,,,01/12/1996,01/02/2011,Active,,,
7170,MTU Aero Engines AG,MTV 1018,PRUFEN VON ROHTEILEN UND BAUTEILEN AUS NICKELLEGIERUNGEN,,,,,01/04/1988,01/04/1988,Active,,,
7170,MTU Aero Engines AG,MTV 1027,"  -   מבוטלVisual inspection
הוא הוחלף על ידי MTV 1027-1.",52258,קציר עמוס,,14,01/10/2006,01/05/2014,Active,,,
7170,MTU Aero Engines AG,MTV 1027-1,Visual inspection,52258,קציר עמוס,,14,01/05/2014,01/12/2014,Active,,,
7170,MTU Aero Engines AG,MTV 1030-1,Fluorescent penetrant inspection-General working principles,108787,חן שבתאי,,18,01/10/2007,01/01/2018,Active,,,
7170,MTU Aero Engines AG,MTV 1030-2,Fluorescent penetrant inspection Water-washable systems,108787,חן שבתאי,,,01/06/2006,01/02/2014,Active,,,
7170,MTU Aero Engines AG,MTV 1030-3,Fluorescent penetrant inspection-Post-emulsified systems,108787,חן שבתאי,,14,01/11/2005,01/02/2014,Active,,,
